This file was created by CMPT_ME_PRIOR_RETS using the 201803 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
194111,   -22.34,     2.61,    43.18,   -16.26,     0.75,    29.67
194112,   -28.08,    -1.48,    33.85,   -20.54,    -3.69,    27.09
194201,   -31.54,    -4.22,    37.40,   -23.08,    -6.71,    26.64
194202,   -38.62,    -8.75,    30.48,   -31.01,   -10.58,    20.52
194203,   -28.22,     0.22,    41.26,   -18.51,    -0.03,    25.74
194204,   -28.66,    -2.79,    33.70,   -19.60,    -4.47,    19.19
194205,   -27.20,    -3.08,    36.67,   -21.64,    -3.16,    22.00
194206,   -31.68,    -8.57,    27.95,   -25.40,    -9.46,    15.78
194207,   -33.56,   -11.64,    18.99,   -25.51,   -12.79,     9.64
194208,   -38.83,   -16.79,     8.18,   -34.19,   -18.32,     2.66
194209,   -35.23,   -14.18,    12.61,   -28.10,   -14.29,     4.73
194210,   -31.38,   -10.36,    18.09,   -24.68,   -10.33,    10.82
194211,   -22.91,    -3.19,    31.58,   -16.93,     0.25,    22.23
194212,   -11.47,    10.45,    53.44,    -8.38,     9.49,    38.23
194301,    -8.21,    16.86,    76.00,    -6.25,    13.37,    52.48
194302,   -13.38,    12.16,    57.63,    -6.82,    13.04,    42.55
194303,     3.92,    28.33,    88.95,     7.99,    30.58,    66.78
194304,    18.72,    50.17,   143.24,    23.93,    48.79,   100.33
194305,    34.52,    74.75,   184.08,    40.58,    70.45,   152.24
194306,    32.67,    71.87,   189.38,    36.26,    66.22,   173.61
194307,    35.18,    79.52,   226.60,    40.06,    73.89,   194.36
194308,    33.24,    76.57,   211.79,    35.13,    63.94,   177.27
194309,    23.62,    59.56,   180.15,    29.36,    53.78,   142.56
194310,    20.13,    56.15,   141.56,    23.11,    48.45,   134.72
194311,    13.76,    48.99,   128.09,    20.96,    44.50,   109.21
194312,    19.11,    49.63,   129.45,    23.43,    45.09,   112.66
194401,     5.80,    32.07,    93.56,    10.36,    30.11,    81.80
194402,     1.66,    27.92,    74.46,     7.18,    25.27,    65.87
194403,    -1.07,    22.56,    67.63,     3.10,    18.87,    50.09
194404,    -7.96,    11.84,    45.77,    -3.83,    12.25,    33.72
194405,    -5.24,    14.07,    45.76,    -1.36,    12.84,    33.94
194406,   -15.87,     3.90,    32.08,   -10.50,     2.62,    17.07
194407,   -10.48,     7.21,    38.97,    -5.39,     8.19,    25.25
194408,     6.71,    25.09,    62.81,     8.20,    25.26,    53.44
194409,     4.65,    22.72,    56.03,     6.26,    20.51,    49.01
194410,     4.14,    22.40,    56.93,     4.11,    20.16,    51.59
194411,     4.65,    22.13,    55.89,     5.16,    21.52,    50.17
194412,    12.69,    34.08,    76.67,    13.60,    30.36,    72.11
194501,     5.38,    25.81,    61.93,     8.12,    23.32,    56.02
194502,     7.74,    28.63,    65.13,     9.97,    26.11,    60.63
194503,    10.74,    31.71,    70.58,    12.64,    27.41,    64.23
194504,    13.80,    37.69,    78.04,    17.28,    35.70,    71.21
194505,    11.97,    32.87,    70.72,    14.87,    32.25,    67.42
194506,    13.55,    36.18,    76.88,    16.41,    34.37,    73.69
194507,    10.00,    28.22,    61.20,    11.97,    25.44,    55.05
194508,    11.42,    32.56,    79.31,    14.35,    30.01,    70.38
194509,     6.62,    25.25,    65.25,    10.26,    23.65,    54.01
194510,    13.18,    33.45,    70.94,    17.13,    32.94,    62.77
194511,    19.80,    42.42,    81.69,    21.90,    40.94,    81.94
194512,    23.66,    46.45,    89.07,    24.22,    45.60,   100.91
194601,    26.53,    49.87,    96.33,    24.83,    46.58,   108.75
194602,    23.06,    45.64,    92.15,    23.97,    44.51,   118.23
194603,    22.08,    46.87,    98.15,    21.43,    44.87,   112.57
194604,    18.63,    45.42,   101.40,    19.55,    43.75,   115.00
194605,    13.60,    41.94,    98.69,    15.93,    39.34,   107.32
194606,    13.42,    45.92,   109.18,    16.46,    44.63,   118.99
194607,    16.14,    49.75,   106.93,    19.06,    48.30,   117.97
194608,    16.40,    47.33,   100.35,    16.42,    43.99,   114.75
194609,     5.16,    31.56,    83.18,     6.39,    30.75,    90.77
194610,    -7.76,    15.71,    58.23,    -8.33,    14.22,    57.71
194611,   -25.43,    -4.57,    24.22,   -24.91,    -3.31,    21.16
194612,   -33.90,   -11.95,    13.06,   -31.93,   -10.26,    10.83
194701,   -37.45,   -14.25,     8.63,   -33.15,   -11.25,     8.08
194702,   -42.19,   -17.10,     8.92,   -36.09,   -15.26,     6.28
194703,   -33.12,    -9.30,    15.73,   -29.49,    -8.09,    12.15
194704,   -35.18,   -15.16,     8.43,   -32.72,   -12.44,     2.79
194705,   -40.66,   -22.04,     1.76,   -38.06,   -18.95,    -5.64
194706,   -49.98,   -31.90,   -10.33,   -46.88,   -29.41,   -13.15
194707,   -50.40,   -30.70,   -10.61,   -47.54,   -28.03,   -11.09
194708,   -44.80,   -23.65,    -4.39,   -41.70,   -20.27,    -2.97
194709,   -34.98,   -12.50,     8.74,   -31.23,    -9.46,     6.99
194710,   -26.32,    -0.94,    25.03,   -21.12,     0.11,    19.32
194711,   -24.52,    -0.56,    27.65,   -18.77,     1.69,    23.21
194712,   -19.68,     3.06,    33.28,   -15.17,     4.27,    26.65
194801,   -26.47,    -3.88,    24.18,   -22.16,    -2.80,    18.92
194802,   -28.00,    -5.42,    24.70,   -24.18,    -3.42,    21.39
194803,   -26.38,    -7.06,    18.85,   -21.99,    -4.87,    16.47
194804,   -28.63,    -8.94,    14.49,   -24.57,    -6.91,    12.48
194805,   -12.51,     7.23,    37.96,    -6.79,     8.20,    35.07
194806,    -9.51,    15.30,    53.65,    -1.37,    16.19,    49.41
194807,    -4.94,    18.16,    60.26,     0.34,    17.72,    54.32
194808,   -12.73,    11.29,    52.11,    -9.19,     9.35,    40.58
194809,   -16.23,     6.87,    42.76,    -9.89,     6.80,    35.83
194810,   -16.66,     6.59,    40.02,   -10.37,     7.54,    35.29
194811,   -22.25,    -0.33,    30.86,   -17.28,     0.83,    22.01
194812,   -15.17,     7.55,    41.83,   -10.97,     7.66,    30.34
194901,   -27.28,    -4.68,    20.40,   -20.40,    -4.10,    10.59
194902,   -25.25,    -0.88,    27.00,   -19.10,     1.21,    19.64
194903,   -16.41,     5.58,    32.31,   -10.34,     6.92,    24.65
194904,   -27.78,    -6.43,    16.96,   -22.46,    -4.93,    10.43
194905,   -25.18,    -4.79,    18.52,   -19.54,    -3.50,    13.85
194906,   -34.75,   -14.86,     9.42,   -31.18,   -13.07,     3.73
194907,   -38.92,   -16.50,     7.73,   -32.99,   -16.35,     3.11
194908,   -34.50,   -12.34,    12.34,   -30.42,   -10.71,     8.15
194909,   -29.84,    -7.81,    18.13,   -24.20,    -5.77,    13.27
194910,   -24.20,    -1.63,    25.83,   -18.64,    -0.36,    19.68
194911,   -24.51,    -2.56,    24.18,   -19.93,    -2.04,    18.88
194912,   -11.11,    12.96,    41.00,    -5.21,    11.49,    35.75
195001,   -13.12,    11.89,    39.35,    -5.84,    10.46,    35.15
195002,    -7.10,    17.28,    45.72,     0.05,    16.25,    42.19
195003,     2.95,    25.43,    56.63,     8.55,    24.47,    50.05
195004,    -2.32,    20.38,    50.31,     4.78,    20.24,    45.75
195005,     0.82,    23.39,    57.41,     6.20,    23.10,    52.54
195006,    10.40,    33.79,    77.34,    14.11,    33.41,    70.04
195007,    14.22,    39.45,    88.68,    16.48,    38.40,    79.89
195008,     1.70,    21.53,    58.58,     3.21,    20.72,    56.68
195009,    -0.05,    23.08,    67.04,     3.88,    25.88,    57.94
195010,     2.27,    25.17,    66.05,     3.27,    24.13,    59.84
195011,     4.97,    28.14,    67.43,     6.79,    27.03,    59.05
195012,     2.68,    25.82,    64.40,     3.63,    26.40,    56.72
195101,    -3.32,    22.09,    63.45,    -0.72,    23.84,    51.17
195102,    -2.24,    26.11,    73.28,    -0.23,    31.26,    61.90
195103,     3.48,    33.56,    90.66,     3.21,    37.38,    70.75
195104,     4.85,    36.02,    90.21,     4.61,    39.52,    72.34
195105,     0.33,    25.95,    68.69,     1.97,    28.61,    55.68
195106,     0.33,    26.33,    70.53,     1.32,    27.82,    57.68
195107,     6.73,    32.12,    77.57,     7.61,    32.90,    65.42
195108,     2.02,    22.01,    52.09,     5.01,    22.46,    49.79
195109,     1.97,    22.48,    57.27,     6.54,    22.39,    57.27
195110,     0.44,    21.74,    59.66,     4.11,    19.80,    54.13
195111,     3.30,    24.91,    60.22,     7.70,    25.54,    59.01
195112,     0.42,    18.95,    45.87,     2.22,    16.98,    48.21
195201,    -7.85,    11.91,    34.74,    -2.44,    12.01,    39.51
195202,   -13.79,     5.63,    28.76,    -8.95,     8.65,    34.58
195203,   -13.47,     6.27,    30.50,    -7.42,     6.40,    36.75
195204,   -11.93,     7.60,    31.12,    -5.81,     6.43,    35.55
195205,   -12.31,     6.35,    28.63,    -6.46,     7.89,    33.75
195206,   -13.01,     5.37,    25.85,    -9.71,     5.29,    26.63
195207,    -6.64,    11.64,    35.28,    -2.91,    11.93,    34.87
195208,    -8.58,     9.11,    31.41,    -5.71,     9.17,    29.39
195209,   -12.22,     5.52,    26.45,    -8.71,     6.69,    25.28
195210,   -14.12,     3.35,    25.99,   -10.25,     4.62,    23.55
195211,   -14.53,     4.23,    26.19,   -11.52,     6.43,    24.84
195212,   -16.70,     2.84,    26.15,   -14.56,     4.37,    20.86
195301,   -12.53,     7.17,    32.56,   -10.21,     7.68,    26.78
195302,   -12.52,     7.03,    33.89,    -8.88,     8.25,    30.16
195303,    -7.74,    11.44,    37.18,    -4.24,    11.88,    32.80
195304,    -8.88,     9.79,    35.16,    -6.87,    11.09,    27.96
195305,    -4.79,    13.01,    38.90,    -0.93,    13.26,    29.94
195306,    -9.91,     8.95,    32.06,    -7.51,     9.47,    24.20
195307,   -13.19,     6.25,    28.24,    -9.77,     7.77,    23.22
195308,   -17.02,     1.71,    23.04,   -11.60,     3.22,    18.24
195309,   -14.54,     3.68,    24.49,   -10.80,     3.67,    19.52
195310,   -17.31,    -0.40,    19.10,   -15.23,     0.98,    16.11
195311,   -18.68,    -0.11,    19.76,   -14.64,     0.58,    18.21
195312,   -21.09,    -1.28,    19.42,   -15.91,    -0.33,    14.83
195401,   -21.75,    -1.92,    21.15,   -16.88,    -0.70,    16.63
195402,   -27.30,    -4.74,    20.43,   -21.55,    -1.88,    15.28
195403,   -20.02,     0.10,    22.81,   -14.46,     3.31,    19.00
195404,   -17.64,     2.98,    25.34,   -11.83,     6.27,    23.19
195405,   -13.61,     7.61,    33.89,    -9.59,    10.43,    32.98
195406,   -15.52,     8.05,    35.35,   -10.66,    13.81,    38.90
195407,    -6.61,    15.25,    48.71,    -5.06,    20.18,    44.77
195408,    -9.35,    14.41,    48.52,    -6.51,    18.52,    46.41
195409,     2.91,    28.95,    66.69,     6.21,    30.27,    63.70
195410,     4.64,    30.03,    64.90,    10.71,    32.04,    59.29
195411,     6.21,    29.49,    67.80,    12.28,    30.48,    57.92
195412,     2.72,    25.93,    58.89,     8.80,    27.16,    54.73
195501,    12.40,    39.22,    80.49,    16.65,    41.83,    72.15
195502,    15.67,    40.82,    85.89,    17.69,    42.04,    73.77
195503,    13.77,    39.92,    87.79,    16.68,    43.56,    82.24
195504,    15.28,    42.41,    90.58,    18.18,    44.97,    92.05
195505,    14.27,    39.50,    89.84,    16.14,    37.78,    90.18
195506,    11.20,    36.64,    88.29,    14.36,    36.06,    72.59
195507,    12.08,    35.86,    87.21,    14.12,    37.60,    71.04
195508,     7.39,    32.30,    81.58,    10.18,    34.61,    72.07
195509,     8.61,    34.33,    81.65,    13.56,    34.38,    77.04
195510,     5.14,    28.91,    78.29,     9.61,    30.12,    65.42
195511,     4.75,    27.93,    76.24,     9.90,    27.80,    65.55
195512,    -4.67,    16.74,    55.24,     0.05,    16.09,    44.06
195601,    -6.88,    13.53,    47.82,    -3.31,    13.79,    44.23
195602,    -5.71,    13.77,    51.02,    -2.22,    14.05,    43.46
195603,   -10.95,     8.12,    38.97,    -7.81,     8.40,    33.78
195604,    -7.86,    11.24,    44.81,    -4.04,    12.42,    39.15
195605,    -7.41,    14.01,    50.71,    -3.18,    14.88,    45.61
195606,    -8.01,    12.59,    51.96,    -4.26,    14.49,    49.71
195607,   -13.81,     5.68,    37.72,    -9.06,     6.63,    30.12
195608,   -12.58,     6.31,    38.77,    -7.61,     6.51,    35.53
195609,   -10.50,    10.32,    45.60,    -5.96,    11.72,    41.95
195610,   -11.23,    10.40,    43.03,    -5.70,     9.60,    38.20
195611,   -12.26,     7.29,    38.17,    -7.61,     8.68,    34.45
195612,   -15.99,     4.19,    31.10,   -12.70,     4.23,    28.54
195701,   -18.89,     2.68,    30.06,   -15.23,     1.51,    26.22
195702,   -16.81,     6.35,    40.28,    -9.28,     6.50,    35.54
195703,   -16.70,     3.06,    34.01,   -11.82,     2.11,    24.64
195704,   -22.32,    -3.08,    22.26,   -17.86,    -3.04,    20.36
195705,   -20.27,    -0.71,    23.84,   -16.78,    -1.28,    18.66
195706,   -15.03,     4.48,    34.94,   -10.33,     6.64,    27.84
195707,   -14.44,     4.72,    35.64,    -9.79,     5.65,    26.04
195708,   -18.45,    -0.09,    28.73,   -15.44,    -1.09,    18.89
195709,   -16.43,     2.36,    29.74,   -13.54,     1.99,    24.31
195710,   -18.62,     2.42,    25.95,   -14.77,     2.18,    24.31
195711,   -24.84,    -2.97,    19.17,   -20.63,    -3.43,    14.50
195712,   -32.60,    -9.04,    11.73,   -28.21,    -7.66,    11.07
195801,   -33.44,    -9.26,    13.72,   -27.84,    -7.87,    13.65
195802,   -39.83,   -12.96,    11.73,   -34.39,   -12.90,    10.56
195803,   -28.26,    -3.20,    21.60,   -23.20,    -2.68,    18.94
195804,   -31.39,    -5.92,    21.49,   -26.16,    -5.19,    18.17
195805,   -30.29,    -6.51,    22.76,   -24.83,    -6.25,    20.27
195806,   -30.05,    -5.96,    25.78,   -26.29,    -5.90,    21.78
195807,   -26.29,    -1.37,    31.36,   -21.03,    -1.92,    27.06
195808,   -24.29,     0.75,    32.94,   -18.68,    -0.54,    29.57
195809,   -11.02,    11.32,    38.89,    -7.50,    10.97,    36.35
195810,    -1.63,    20.13,    50.40,     2.43,    19.37,    42.58
195811,    11.01,    34.24,    71.04,    16.31,    32.81,    61.71
195812,     9.21,    34.72,    78.24,    15.04,    36.03,    69.16
195901,    18.09,    47.70,   102.22,    21.75,    45.36,    87.86
195902,    13.64,    39.08,    83.54,    17.66,    39.12,    74.53
195903,    19.45,    45.57,    95.44,    23.41,    45.06,    79.12
195904,    17.73,    45.08,    96.21,    17.83,    43.84,    80.18
195905,    16.54,    40.34,    96.27,    15.57,    41.25,    79.61
195906,    12.89,    39.45,    98.89,    12.30,    39.84,    82.10
195907,     9.39,    36.37,    94.04,     8.51,    38.34,    80.29
195908,     4.01,    30.62,    83.50,     4.75,    31.17,    74.84
195909,     3.30,    30.01,    82.74,     5.16,    33.76,    72.99
195910,    -1.95,    23.17,    68.11,    -0.72,    25.32,    54.33
195911,    -9.06,    14.19,    51.16,    -7.30,    16.71,    41.15
195912,   -12.08,    11.76,    48.45,    -8.88,    13.43,    40.56
196001,   -14.26,     7.88,    47.52,   -11.55,     8.82,    39.34
196002,   -15.06,     6.90,    47.72,   -10.78,     7.88,    38.15
196003,   -18.50,     0.59,    31.55,   -14.78,     1.68,    25.55
196004,   -19.78,     0.26,    34.96,   -16.90,     1.60,    24.45
196005,   -23.46,    -3.17,    25.04,   -18.76,    -3.81,    17.36
196006,   -28.28,    -6.49,    25.71,   -21.58,    -6.50,    18.22
196007,   -27.76,    -5.33,    32.98,   -21.61,    -7.75,    23.06
196008,   -28.63,    -6.28,    32.58,   -22.26,    -6.44,    24.55
196009,   -27.10,    -6.97,    29.85,   -23.22,    -7.22,    21.93
196010,   -22.46,     0.66,    47.59,   -17.45,     1.99,    32.96
196011,   -28.49,    -6.70,    30.44,   -24.83,    -6.78,    22.23
196012,   -33.77,    -8.81,    22.65,   -27.77,    -9.38,    19.33
196101,   -33.45,    -7.52,    27.57,   -26.43,    -6.09,    25.48
196102,   -26.59,     0.37,    39.02,   -19.58,    -0.32,    35.97
196103,   -18.24,     6.46,    43.16,   -13.08,     7.63,    38.79
196104,    -9.43,    15.68,    54.25,    -8.04,    15.49,    47.23
196105,    -3.30,    22.42,    65.56,     0.97,    24.18,    55.77
196106,    -5.51,    22.36,    69.81,    -4.44,    22.32,    52.11
196107,    -2.00,    24.09,    68.55,    -1.03,    24.09,    50.89
196108,    -4.56,    20.89,    59.51,    -2.40,    21.87,    46.47
196109,    -5.65,    19.47,    55.27,    -2.91,    19.68,    44.25
196110,     2.25,    28.87,    71.67,     7.21,    31.60,    63.63
196111,     1.27,    27.75,    71.16,     7.18,    29.96,    60.84
196112,    -2.14,    25.16,    66.55,     1.65,    28.02,    58.83
196201,    -2.63,    24.65,    70.61,     1.20,    27.70,    57.98
196202,    -6.92,    15.31,    52.95,    -4.89,    18.04,    43.76
196203,   -13.46,     8.46,    42.66,   -10.64,    11.80,    31.45
196204,   -16.93,     7.06,    36.29,   -13.58,     9.41,    27.67
196205,   -18.99,     5.92,    33.79,   -14.81,     7.46,    27.20
196206,   -29.50,    -5.41,    22.85,   -25.15,    -1.93,    17.22
196207,   -32.59,   -10.89,    13.04,   -29.39,    -9.75,     8.83
196208,   -41.04,   -18.55,     3.95,   -35.92,   -16.72,     2.75
196209,   -38.21,   -16.12,     8.59,   -34.76,   -13.82,     6.01
196210,   -33.36,   -11.51,    13.98,   -29.91,    -8.93,    12.57
196211,   -38.13,   -18.15,     4.84,   -36.68,   -15.21,     5.40
196212,   -43.61,   -23.04,    -1.02,   -41.17,   -20.38,    -0.51
196301,   -32.51,   -12.64,     9.87,   -31.55,   -12.72,     6.60
196302,   -34.31,   -13.00,    12.92,   -30.10,    -9.92,     9.91
196303,   -27.71,    -8.40,    16.86,   -24.61,    -5.78,    12.28
196304,   -28.99,    -9.08,    15.88,   -26.00,    -6.46,    10.77
196305,   -21.32,    -0.14,    27.53,   -17.87,     0.64,    21.65
196306,    -9.17,    13.50,    45.98,    -3.61,    16.24,    37.76
196307,     3.85,    27.89,    68.76,     7.42,    27.88,    52.25
196308,    -6.93,    19.18,    55.44,     1.12,    17.48,    42.00
196309,   -11.42,    15.89,    52.43,    -3.79,    14.86,    40.26
196310,    -0.70,    27.34,    74.42,     8.99,    27.57,    54.43
196311,     0.97,    28.04,    76.33,     9.49,    27.38,    53.55
196312,    -9.74,    14.18,    57.82,    -1.49,    16.48,    44.39
196401,    -9.01,    14.00,    58.59,    -1.91,    15.82,    39.74
196402,   -15.94,     7.00,    44.10,    -6.86,     9.51,    30.12
196403,   -13.08,    10.76,    50.57,    -6.29,    11.91,    35.62
196404,   -11.74,    10.96,    50.16,    -5.10,    14.21,    38.16
196405,   -13.28,    10.66,    50.42,    -5.68,    12.56,    35.57
196406,   -15.70,     7.07,    43.54,    -7.94,     8.60,    27.39
196407,   -14.93,    10.18,    50.78,    -5.99,    12.19,    36.43
196408,   -12.29,    13.24,    55.95,    -3.98,    13.71,    36.56
196409,   -13.85,    10.41,    52.38,    -6.66,    13.03,    32.83
196410,   -13.87,    11.77,    54.51,    -4.90,    13.75,    33.91
196411,   -11.61,    14.55,    59.55,    -3.71,    14.22,    35.21
196412,   -10.32,    17.34,    64.11,    -0.78,    17.60,    38.69
196501,   -10.68,    16.25,    62.47,    -1.88,    18.31,    39.49
196502,   -12.29,    13.04,    52.42,    -3.71,    14.31,    34.04
196503,    -7.40,    16.98,    55.50,    -1.32,    17.48,    37.85
196504,    -8.33,    17.03,    56.08,    -0.85,    17.29,    36.82
196505,    -5.71,    17.29,    57.31,    -0.92,    18.86,    40.99
196506,    -5.51,    19.65,    64.13,     0.40,    22.08,    50.30
196507,    -7.61,    16.77,    61.47,    -1.40,    18.86,    44.45
196508,   -15.86,     6.74,    40.94,    -7.06,     6.00,    26.45
196509,   -13.71,     9.55,    47.87,    -6.15,     9.14,    35.53
196510,   -13.36,    10.48,    47.29,    -5.29,     9.98,    40.37
196511,   -12.32,    11.90,    51.80,    -5.51,     9.45,    41.18
196512,    -9.90,    16.45,    65.56,    -2.41,    14.90,    52.11
196601,    -8.95,    19.53,    83.48,    -3.99,    17.60,    71.46
196602,    -9.73,    15.65,    74.31,    -4.63,    13.74,    68.17
196603,    -9.32,    17.19,    83.99,    -5.95,    13.38,    71.96
196604,    -9.78,    17.71,    89.29,    -7.47,    12.21,    80.51
196605,   -13.85,    10.53,    76.71,   -11.30,     7.18,    65.48
196606,   -12.20,    15.24,    95.25,   -11.10,    11.83,    73.79
196607,   -11.16,    15.08,    87.14,    -9.28,    15.00,    74.88
196608,   -13.95,    10.44,    79.96,   -11.87,     8.19,    65.28
196609,   -17.93,     5.27,    67.59,   -14.56,     2.23,    51.27
196610,   -26.39,    -6.67,    41.81,   -22.64,    -8.55,    29.11
196611,   -30.08,   -11.19,    27.21,   -27.38,   -13.93,    13.35
196612,   -31.95,   -11.96,    19.69,   -27.20,    -9.99,     8.24
196701,   -31.81,   -13.00,    21.58,   -29.44,   -10.70,    12.74
196702,   -34.61,   -13.69,    19.61,   -31.12,   -13.49,     9.36
196703,   -23.21,    -3.09,    29.97,   -19.40,    -1.48,    20.72
196704,   -20.13,     0.61,    40.26,   -16.78,     2.57,    26.13
196705,   -18.68,     2.74,    42.87,   -14.57,     5.27,    27.51
196706,   -10.48,    12.98,    64.58,    -7.25,    12.54,    46.86
196707,   -11.11,    12.27,    61.38,    -7.40,    10.33,    43.53
196708,    -8.26,    17.50,    87.10,    -3.60,    16.41,    57.94
196709,     6.50,    37.99,   128.01,     9.07,    35.23,    85.36
196710,     8.27,    42.44,   137.61,    10.61,    39.94,    87.40
196711,    10.47,    46.24,   165.13,     8.31,    41.80,   103.92
196712,     2.56,    35.31,   149.92,     3.25,    32.41,    89.87
196801,     0.43,    34.22,   151.16,     1.77,    29.37,    92.72
196802,    -8.58,    22.16,   128.75,    -5.38,    18.51,    77.65
196803,    -8.75,    20.30,   110.92,    -5.24,    16.21,    58.82
196804,   -15.22,    10.72,    79.98,   -12.29,     8.34,    42.28
196805,   -18.81,     6.09,    71.71,   -15.55,     4.49,    37.84
196806,    -8.55,    19.43,   102.71,    -7.20,    17.20,    63.38
196807,    -7.39,    21.37,   106.95,    -7.37,    18.36,    60.86
196808,   -11.60,    16.37,    84.51,    -7.58,    14.34,    53.66
196809,   -14.76,    12.81,    78.86,   -10.88,    11.36,    46.00
196810,   -16.80,    11.96,    76.20,   -12.42,    12.40,    52.19
196811,    -8.30,    21.15,    94.31,    -2.51,    18.10,    65.62
196812,    -8.69,    22.82,    97.53,    -2.32,    19.61,    69.17
196901,    -6.19,    24.07,    98.41,     2.60,    22.25,    70.82
196902,    -3.98,    24.59,    86.16,     4.80,    21.65,    62.95
196903,     0.71,    26.86,    95.54,     7.07,    25.90,    67.78
196904,    -5.02,    20.29,    73.64,    -0.10,    17.10,    52.29
196905,   -16.02,    10.49,    60.35,    -9.02,    10.30,    41.00
196906,   -21.67,     6.74,    54.38,   -12.33,     6.40,    33.30
196907,   -23.05,     4.68,    53.28,   -13.87,     4.49,    32.72
196908,   -27.65,    -2.51,    38.86,   -22.30,    -0.13,    20.75
196909,   -37.32,   -11.95,    20.84,   -32.14,    -8.17,    10.80
196910,   -38.09,   -13.54,    20.51,   -34.02,   -11.01,    10.23
196911,   -40.66,   -16.24,    20.11,   -34.82,   -14.45,     9.47
196912,   -39.56,   -16.84,    15.94,   -33.53,   -16.21,     8.79
197001,   -43.43,   -18.83,    14.35,   -37.03,   -17.92,    12.08
197002,   -47.45,   -21.63,    13.79,   -41.45,   -20.64,    13.53
197003,   -45.01,   -20.73,    14.97,   -39.42,   -19.45,    12.72
197004,   -43.97,   -17.68,    19.59,   -35.58,   -14.61,    13.56
197005,   -45.43,   -18.53,    13.51,   -37.13,   -16.50,     6.94
197006,   -54.91,   -28.48,    -2.71,   -47.56,   -26.64,    -3.81
197007,   -53.86,   -27.71,    -0.93,   -47.31,   -23.82,    -4.52
197008,   -54.27,   -27.32,     3.40,   -49.61,   -22.34,    -0.60
197009,   -54.25,   -24.76,     5.07,   -48.19,   -21.72,     0.36
197010,   -48.75,   -18.91,     9.58,   -43.14,   -16.00,     5.47
197011,   -44.92,   -19.87,     8.59,   -40.84,   -16.02,     3.33
197012,   -47.49,   -18.92,    11.91,   -42.80,   -14.69,     8.17
197101,   -44.02,   -11.31,    24.44,   -38.90,    -9.54,    16.70
197102,   -34.02,     1.38,    40.78,   -24.51,     4.20,    33.22
197103,   -27.69,     4.69,    42.93,   -18.13,     5.62,    32.06
197104,   -22.71,     8.48,    48.04,   -15.41,     7.41,    37.92
197105,    -2.89,    27.99,    82.08,     4.32,    28.08,    65.80
197106,     8.37,    45.68,   110.80,    14.83,    42.28,    93.08
197107,    11.62,    49.41,   122.69,    19.03,    46.06,   103.08
197108,     3.44,    37.68,   103.57,    10.50,    35.36,    84.17
197109,    -6.46,    24.32,    78.53,     1.05,    23.73,    62.58
197110,   -12.37,    21.06,    72.42,    -0.21,    23.26,    59.47
197111,    -9.28,    25.17,    80.87,     1.83,    27.63,    67.10
197112,   -16.95,    15.21,    68.22,    -5.30,    15.95,    50.38
197201,   -24.38,     3.46,    51.47,   -15.55,     2.76,    35.69
197202,   -22.46,     4.71,    49.67,   -14.46,     5.53,    40.08
197203,   -18.58,     7.37,    54.48,   -10.89,     8.41,    44.54
197204,   -21.43,     5.88,    51.67,   -15.40,     4.99,    41.55
197205,   -22.80,     2.71,    47.03,   -17.26,     2.57,    36.86
197206,   -20.36,     8.65,    57.63,   -12.20,     9.49,    43.24
197207,   -21.91,     7.49,    59.53,   -13.71,     7.14,    43.74
197208,   -19.14,     8.90,    66.19,   -13.85,     8.73,    48.76
197209,   -25.55,     2.73,    51.28,   -19.78,     3.04,    41.22
197210,   -22.42,     7.47,    52.59,   -15.63,     9.13,    42.39
197211,   -20.55,     9.62,    56.11,   -12.89,    11.98,    46.91
197212,   -18.00,    11.78,    59.04,    -9.40,    14.06,    45.47
197301,   -20.97,     7.68,    49.32,   -13.75,    10.51,    36.28
197302,   -28.50,     1.79,    39.60,   -22.59,     4.43,    33.52
197303,   -36.79,    -6.83,    27.27,   -30.32,    -3.08,    27.40
197304,   -41.76,   -13.45,    18.58,   -37.66,    -8.87,    21.70
197305,   -44.42,   -15.32,    18.85,   -39.47,   -11.08,    21.63
197306,   -49.25,   -19.34,    13.79,   -44.17,   -14.55,    14.02
197307,   -52.57,   -22.40,    13.09,   -48.18,   -15.30,    14.27
197308,   -53.06,   -22.28,    11.64,   -49.62,   -18.56,    12.71
197309,   -45.54,   -17.84,    14.85,   -41.05,   -12.74,    12.06
197310,   -47.61,   -18.65,    14.00,   -41.58,   -13.18,    11.73
197311,   -39.44,   -10.23,    23.24,   -31.52,    -8.59,    19.43
197312,   -45.60,   -16.58,    19.18,   -38.68,   -13.76,    15.45
197401,   -57.48,   -29.88,     4.64,   -52.20,   -27.72,     2.31
197402,   -56.58,   -27.71,    11.52,   -49.83,   -24.76,    10.32
197403,   -44.94,   -16.40,    24.57,   -39.43,   -16.12,    17.20
197404,   -42.67,   -13.46,    27.22,   -34.71,   -13.24,    20.74
197405,   -36.49,    -9.35,    31.50,   -28.93,    -8.27,    21.37
197406,   -35.63,    -8.30,    33.41,   -29.22,    -7.68,    24.90
