This file was created by CMPT_ME_PRIOR_RETS using the 201803 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from - 1 to - 1.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
197510,     16.15,     18.79,     19.37,    593.49,    741.57,    757.60
197511,     15.54,     19.44,     20.95,    491.42,    692.58,    946.40
197512,     16.77,     19.21,     20.00,    653.38,    880.80,    683.39
197601,     15.91,     21.85,     18.60,    643.96,    988.09,    523.52
197602,     18.65,     27.18,     20.75,   1070.09,    765.15,    517.88
197603,     21.41,     29.76,     20.19,   1083.00,    810.01,    358.81
197604,     20.53,     28.38,     22.66,    594.47,    813.05,   1153.90
197605,     20.93,     24.47,     24.01,    680.84,    977.56,    845.82
197606,     19.07,     24.77,     24.48,    590.53,    946.87,    928.87
197607,     17.82,     30.01,     28.13,    899.60,   1047.67,    675.66
197608,     21.17,     25.77,     24.78,    781.34,   1162.15,    610.12
197609,     20.01,     26.86,     24.25,    526.09,   1067.53,    901.98
197610,     18.76,     24.90,     25.19,    705.05,   1054.50,    833.55
197611,     18.81,     23.63,     24.96,    636.89,   1079.79,    851.72
197612,     18.78,     24.00,     25.67,   1075.44,   1000.55,    452.79
197701,     21.10,     32.29,     24.47,   1223.91,    919.49,    558.73
197702,     27.26,     28.32,     22.85,   1094.17,    899.37,    512.23
197703,     23.87,     25.50,     25.82,    564.20,    987.55,   1012.85
197704,     22.37,     28.59,     24.44,    910.22,   1074.94,    484.13
197705,     22.40,     27.56,     25.78,    974.82,    987.43,    614.43
197706,     22.89,     26.56,     25.56,    934.35,    944.84,    658.66
197707,     20.73,     34.17,     29.37,    827.99,   1102.67,    639.95
197708,     24.39,     28.43,     25.78,    744.49,   1085.20,    704.54
197709,     22.50,     28.34,     26.70,    845.48,    816.42,    956.08
197710,     23.32,     28.07,     27.76,    883.94,    865.46,    867.60
197711,     22.97,     32.69,     23.60,    901.76,    955.98,    556.99
197712,     21.64,     35.02,     30.19,   1192.13,    868.46,    377.95
197801,     24.73,     31.31,     28.47,    656.74,    932.57,    991.23
197802,     30.34,     34.39,     22.29,    782.32,   1011.43,    523.67
197803,     26.55,     29.92,     26.58,    920.08,    815.29,    640.85
197804,     25.68,     33.79,     29.51,    958.81,    961.81,    382.66
197805,     25.32,     39.43,     31.13,    802.34,    763.87,   1206.52
197806,     27.99,     42.68,     30.78,   1208.30,    894.19,    556.04
197807,     30.91,     34.57,     32.71,    853.67,   1102.09,    610.63
197808,     27.06,     43.18,     37.80,    855.69,   1052.42,    886.83
197809,     31.64,     44.93,     35.61,    983.69,   1188.64,    557.42
197810,     33.87,     43.10,     34.35,    825.69,    902.22,   1226.72
197811,     26.09,     32.68,     28.91,    283.51,    550.79,   1330.47
197812,     22.63,     39.13,     34.41,    660.43,   1189.55,    631.37
197901,     23.91,     33.63,     34.56,    715.97,    984.46,    926.54
197902,     29.88,     40.74,     30.68,   1302.52,    855.55,    492.78
197903,     30.15,     41.73,     27.68,    639.09,   1086.43,    904.20
197904,     26.52,     41.69,     39.48,    986.30,   1253.30,    524.68
197905,     31.26,     38.83,     35.03,    933.65,   1129.21,    791.87
197906,     30.41,     39.54,     33.86,    944.51,   1061.10,    817.82
197907,     28.70,     43.65,     38.70,   1236.21,    981.65,    842.50
197908,     31.03,     37.94,     41.66,   1353.45,    982.59,    720.58
197909,     30.86,     48.06,     41.10,   1115.95,   1210.88,    756.42
197910,     33.65,     41.87,     39.37,    753.84,   1122.42,   1175.29
197911,     29.99,     43.53,     30.08,    575.39,    901.48,   1248.87
197912,     27.00,     44.68,     41.95,    865.65,   1461.03,    647.32
198001,     37.11,     39.66,     37.60,   1296.36,   1097.10,    761.74
198002,     34.55,     51.75,     36.19,    980.13,   1062.37,   1320.18
198003,     39.29,     47.85,     32.53,    681.54,   1095.07,   1399.66
198004,     27.96,     39.16,     29.85,    630.71,   1114.61,   1064.47
198005,     23.98,     43.48,     40.19,   1113.52,   1245.21,    728.68
198006,     26.63,     46.71,     42.07,   1528.10,   1119.03,    671.00
198007,     28.17,     49.96,     40.72,   1248.63,   1273.08,    820.49
198008,     34.77,     45.50,     44.82,   1208.77,   1501.00,    769.01
198009,     39.15,     46.59,     43.38,   1185.76,   1450.54,    845.33
198010,     42.67,     47.13,     43.53,   1335.93,   1286.92,   1177.39
198011,     41.55,     48.98,     44.92,   1215.92,   1148.59,   1496.54
198012,     39.51,     49.87,     55.45,   1116.72,   1131.02,   1808.19
198101,     38.97,     49.75,     53.09,   1648.15,   1348.27,   1135.99
198102,     46.37,     47.13,     44.54,   1515.63,   1236.81,   1073.14
198103,     39.42,     47.14,     55.86,   1084.51,   1520.13,   1296.41
198104,     39.08,     58.89,     53.73,   2176.12,   1212.53,    865.30
198105,     42.68,     50.27,     54.84,   1589.59,   1310.69,   1131.08
198106,     42.37,     56.38,     54.62,   1629.89,   1268.53,   1253.98
198107,     47.99,     50.11,     50.16,   1116.59,   1414.22,   1476.86
198108,     44.18,     50.88,     48.62,    873.56,   1418.23,   1614.15
198109,     36.71,     53.18,     43.36,    918.07,   1451.71,   1228.37
198110,     30.95,     48.80,     44.68,   1002.32,   1100.54,   1404.46
198111,     30.40,     52.05,     48.24,   1335.88,   1244.49,   1155.58
198112,     34.69,     46.36,     52.63,    889.88,   1460.20,   1369.92
198201,     35.19,     45.21,     46.89,   1204.69,   1400.29,   1072.74
198202,     43.36,     41.77,     35.44,    987.70,   1142.03,   1623.77
198203,     33.37,     40.33,     42.37,   1074.24,   1401.24,    948.41
198204,     32.44,     42.13,     38.92,    872.49,   1466.49,    940.74
198205,     30.17,     51.64,     44.67,   1358.39,   1311.69,    931.94
198206,     36.58,     39.58,     39.03,    825.46,   1304.72,   1269.01
198207,     31.44,     40.40,     41.34,    885.43,   1319.15,   1088.65
198208,     30.46,     39.48,     40.00,   1010.02,   1185.63,   1119.71
198209,     28.88,     59.05,     49.14,    799.31,   1645.26,   1030.84
198210,     31.50,     43.50,     45.46,   1190.99,   1683.48,    768.00
198211,     32.71,     61.92,     50.32,   1730.02,   1411.92,   1109.60
198212,     37.61,     63.60,     50.31,   1571.18,   1652.25,   1076.10
198301,     45.38,     56.00,     48.55,   1287.74,   1562.14,   1559.07
198302,     49.78,     65.01,     48.11,   1274.77,   1734.77,   1587.58
198303,     43.57,     70.80,     56.45,   1637.06,   1772.91,   1140.44
198304,     50.99,     63.69,     58.43,   1566.69,   1856.44,   1296.94
198305,     50.10,     75.55,     64.99,   1241.43,   1943.83,   1749.77
198306,     67.45,     72.95,     60.10,   2643.36,   1362.65,   1037.02
198307,     62.08,     74.46,     69.18,   1573.95,   1758.44,   1969.27
198308,     63.79,     69.02,     70.09,   1596.26,   2042.10,   1361.71
198309,     56.12,     76.20,     69.22,   1127.99,   1688.97,   2290.92
198310,     48.48,     78.97,     83.36,   1954.50,   2131.98,   1252.51
198311,     56.02,     67.40,     65.50,   1018.80,   2115.33,   1902.13
198312,     46.69,     85.04,     73.72,   2088.11,   1889.99,   1333.53
198401,     52.07,     72.22,     66.43,   1315.16,   1751.47,   2171.59
198402,     62.77,     66.30,     55.15,   1556.59,   1541.86,   2386.71
198403,     48.62,     69.73,     55.89,   1158.58,   1761.75,   1818.52
198404,     48.75,     64.08,     61.20,   1645.68,   1890.61,   1462.02
198405,     41.92,     65.20,     65.91,   1045.64,   2032.56,   1776.65
198406,     45.45,     64.59,     49.15,   1313.93,   1865.29,   1403.89
198407,     41.24,     58.55,     66.17,   1701.31,   1819.03,   1275.14
198408,     41.21,     53.86,     60.17,   1139.71,   1613.39,   1818.22
198409,     39.11,     78.66,     67.61,   1668.96,   2072.90,   1324.60
198410,     47.61,     62.03,     58.14,   1437.87,   1868.18,   1848.56
198411,     42.90,     62.12,     63.51,   1445.50,   1998.92,   1607.65
198412,     40.50,     61.59,     61.38,   1344.04,   2170.25,   1290.75
198501,     41.24,     62.53,     61.91,   1333.91,   2126.86,   1477.18
198502,     43.08,     80.67,     60.54,   2108.54,   2107.11,   1196.16
198503,     54.98,     72.01,     56.36,   1530.39,   2278.56,   1694.11
198504,     49.82,     68.21,     61.08,   1793.76,   1865.12,   1988.57
198505,     45.17,     63.60,     66.86,   1516.16,   2029.64,   1938.95
198506,     44.58,     81.44,     71.11,   1403.64,   2206.04,   1976.53
198507,     46.18,     69.23,     72.55,   1840.95,   2391.70,   1483.67
198508,     48.93,     69.38,     66.22,   1770.88,   2271.70,   1701.38
198509,     50.46,     70.58,     63.64,   1419.88,   2374.24,   1699.39
198510,     48.91,     74.78,     55.05,   1238.66,   1902.37,   2252.74
198511,     40.11,     84.58,     70.94,   1683.65,   2252.73,   1669.56
198512,     42.07,     90.98,     74.52,   1898.12,   2159.77,   1935.02
198601,     46.48,     92.04,     73.19,   1696.90,   2256.72,   2381.80
198602,     62.49,     77.11,     60.98,   2258.82,   2416.68,   1745.73
198603,     52.83,     91.67,     82.42,   2279.95,   2520.28,   1996.53
198604,     59.40,     94.79,     77.86,   2427.40,   2454.47,   2409.55
198605,     57.46,     80.90,     81.22,   2463.57,   2303.68,   2389.84
198606,     57.92,    105.35,     84.53,   2076.82,   2792.56,   2354.48
198607,     62.79,     82.73,     83.30,   1739.44,   2842.45,   2556.39
198608,     63.19,     85.88,     60.55,   1464.05,   2601.15,   2642.88
198609,     54.05,    102.65,     83.15,   1818.80,   2848.84,   2547.89
198610,     58.49,     80.63,     59.96,   2576.62,   2273.29,   1966.42
198611,     52.11,     89.75,     78.46,   1746.47,   2766.87,   2495.48
198612,     59.20,     75.72,     70.61,   1427.88,   2687.59,   3106.73
198701,     53.65,     74.34,     76.18,   1864.31,   2774.81,   2477.94
198702,     56.70,     91.52,     75.79,   1810.29,   3047.51,   2889.50
198703,     54.48,     95.48,     86.56,   3246.09,   2957.57,   2211.47
198704,     70.76,     89.15,     77.68,   2211.71,   3081.58,   3399.99
198705,     71.14,     80.25,     75.09,   1970.37,   3021.63,   3298.29
198706,     67.63,     84.42,     71.96,   2026.37,   3454.27,   2589.65
198707,     59.45,    103.94,     88.12,   1971.16,   3465.90,   3022.60
198708,     62.03,    107.58,     83.11,   2824.63,   3430.18,   3089.28
198709,     58.51,     86.56,     99.77,   2214.72,   3710.56,   3216.84
198710,     69.13,     87.25,     79.47,   3097.47,   3214.00,   3261.96
198711,     48.64,     63.21,     49.83,   1100.64,   2135.12,   3286.24
198712,     42.63,     65.92,     47.21,   2642.16,   2546.75,   1402.13
198801,     32.87,     76.55,     75.69,   1844.64,   3150.97,   1851.10
198802,     51.36,     71.34,     48.49,   2397.67,   2758.65,   2259.28
198803,     38.36,     81.23,     69.24,   3346.33,   2710.98,   1611.78
198804,     44.61,     71.66,     64.95,   3602.88,   2268.80,   1635.25
198805,     51.52,     70.02,     67.20,   1782.09,   2931.86,   2751.10
198806,     53.35,     72.67,     60.41,   1699.60,   2814.01,   2861.96
198807,     42.31,     88.27,     81.40,   3318.38,   2642.18,   2206.11
198808,     56.51,     69.56,     66.38,   1750.19,   2990.10,   3051.12
198809,     54.39,     69.10,     65.97,   2565.19,   3073.50,   1929.83
198810,     46.93,    100.36,     74.20,   2205.71,   2768.39,   3071.92
198811,     52.19,     77.99,     66.62,   1412.22,   3141.67,   3172.63
198812,     47.90,     88.41,     60.07,   1549.98,   2971.50,   2900.98
198901,     51.24,     70.80,     72.06,   2609.99,   3239.45,   1990.99
198902,     57.98,     85.53,     63.60,   1729.72,   3565.77,   2814.21
198903,     51.43,     76.67,     74.31,   4118.83,   2569.97,   1759.40
198904,     53.62,     81.01,     73.17,   2444.33,   2751.13,   3575.51
198905,     46.60,    105.35,     81.83,   2491.31,   3364.92,   2792.81
198906,     50.73,    104.30,     86.53,   2658.48,   3491.28,   2874.40
198907,     64.40,     75.34,     74.58,   2337.24,   4103.08,   2295.64
198908,     55.17,    103.38,     84.77,   1912.90,   3099.08,   4255.15
198909,     55.87,     86.70,     86.55,   3988.47,   3567.11,   2721.82
198910,     59.36,     86.63,     80.70,   2993.96,   3157.97,   3884.97
198911,     59.37,     89.21,     65.51,   1728.52,   3297.47,   4018.89
198912,     54.45,     82.83,     83.75,   2091.85,   3862.61,   3332.03
199001,     53.54,     79.64,     84.56,   2572.68,   3212.39,   4088.18
199002,     69.06,     86.63,     48.80,   2788.45,   3198.41,   3430.84
199003,     48.05,     73.69,     78.49,   2839.90,   3784.36,   2583.42
199004,     52.08,     75.81,     79.81,   2533.13,   3754.64,   3166.04
199005,     54.63,     88.00,     60.20,   1583.54,   3473.58,   3789.69
199006,     47.58,    101.86,     89.98,   2178.48,   3954.78,   3190.26
199007,     57.07,     82.08,     71.87,   2834.86,   3686.28,   3265.06
199008,     61.17,     74.69,     66.08,   2173.59,   3341.68,   4154.56
199009,     52.54,     73.26,     52.42,   1755.95,   3265.81,   3466.04
199010,     49.47,     61.38,     48.47,   1530.62,   3379.59,   3121.73
199011,     40.97,     51.59,     56.85,   1415.14,   3130.90,   3204.10
199012,     30.10,     75.77,     75.63,   3211.15,   3761.69,   1862.99
199101,     35.24,     61.86,     74.49,   2499.41,   4109.66,   1891.25
199102,     38.96,     77.65,     62.71,   3828.34,   3479.81,   1845.15
199103,     45.42,     94.32,     64.14,   3621.27,   3728.07,   2466.13
199104,     59.82,     70.49,     71.41,   3100.21,   4244.68,   2529.95
199105,     64.00,     73.53,     69.04,   2795.32,   4337.14,   2677.80
199106,     50.20,    105.86,     80.83,   3849.25,   3514.34,   3473.86
199107,     63.43,     90.29,     61.95,   2629.81,   3940.38,   3201.39
199108,     58.95,     74.13,     85.72,   2670.69,   4198.51,   3233.57
199109,     56.47,     81.44,     88.66,   3115.67,   4194.77,   3091.85
199110,     60.65,     77.55,     86.73,   3568.06,   4077.36,   2838.88
199111,     61.86,     84.15,     86.56,   2498.64,   4549.22,   3027.17
199112,     72.98,     77.74,     70.57,   2623.08,   3977.89,   3384.17
199201,     48.94,    111.64,    122.48,   2331.15,   3728.42,   4512.57
199202,     93.23,     98.35,     75.59,   5393.80,   3078.17,   2205.01
199203,     85.99,     98.09,     84.02,   3992.24,   4345.66,   2498.63
199204,     85.99,     94.38,     85.51,   2540.53,   4787.49,   3101.04
199205,     76.94,     96.61,     86.21,   2102.27,   3943.95,   4520.50
199206,     72.11,     94.57,     92.01,   2624.66,   4843.16,   3116.33
199207,     68.75,     89.59,     92.60,   3041.16,   3569.06,   4238.66
199208,     63.47,    114.30,     98.38,   3119.37,   4518.36,   3412.48
199209,     72.13,     94.86,     85.99,   2886.47,   4071.23,   3936.80
199210,     63.38,     99.49,     95.32,   3974.65,   4299.58,   2961.47
199211,     66.19,    102.73,     98.06,   4373.29,   4251.77,   2666.28
199212,     62.19,    121.71,    105.55,   4085.46,   4648.37,   2347.01
199301,     84.37,    111.84,     98.53,   4143.54,   4569.61,   2808.78
199302,    101.92,    119.13,     88.97,   4305.26,   4328.56,   2865.12
199303,     88.25,    116.50,     94.29,   3159.82,   4193.83,   4445.02
199304,     87.27,    115.82,    109.93,   4218.28,   4926.98,   2859.43
199305,     90.26,    115.87,     93.75,   3740.13,   3948.57,   4239.07
199306,     81.41,    114.43,    113.58,   3377.07,   4734.85,   3510.50
199307,     91.76,    113.24,    108.48,   3956.46,   4571.37,   3446.83
199308,     90.98,    114.98,    109.52,   3976.41,   4618.46,   3127.61
199309,     84.50,    131.19,    121.21,   3817.84,   5021.46,   3121.24
199310,     88.43,    125.57,    114.92,   4303.15,   4499.10,   3321.37
199311,    105.31,    126.43,    109.31,   3188.18,   4850.83,   4069.25
199312,    103.88,    117.88,    113.24,   2717.13,   4557.58,   4654.87
199401,     85.54,    124.29,    147.47,   4817.12,   4836.90,   2585.20
199402,    118.46,    128.17,    104.45,   3612.47,   4663.13,   4167.70
199403,    101.56,    127.72,    117.09,   4684.05,   4419.03,   3127.80
199404,    104.12,    133.86,     93.65,   2815.18,   4996.92,   3266.17
199405,     85.46,    129.63,    116.69,   3029.81,   4242.65,   4180.43
199406,     95.37,    118.49,    102.56,   2668.80,   3961.81,   4874.62
199407,     86.86,    117.68,    107.78,   3752.40,   4200.98,   3293.41
199408,     89.62,    119.10,    107.70,   3145.22,   4599.63,   3585.49
199409,     76.67,    137.40,    133.96,   4445.28,   4156.32,   3685.51
199410,     98.79,    122.80,    103.37,   3888.79,   4526.65,   3264.37
199411,     94.14,    119.19,    111.97,   2526.59,   4635.32,   4261.07
199412,     83.34,    122.57,    102.83,   2969.79,   3958.84,   4428.73
199501,     72.78,    121.05,    139.32,   3272.69,   4787.27,   2915.28
199502,    107.91,    116.58,     83.14,   2684.48,   4269.31,   4470.75
199503,     77.82,    146.14,    111.81,   4294.27,   4988.75,   2981.75
199504,     91.49,    117.53,    117.08,   2765.63,   5127.15,   3769.74
199505,     92.26,    121.92,    114.96,   3054.15,   4907.76,   4517.86
199506,     96.55,    128.19,    112.03,   2389.85,   5407.52,   4500.08
199507,     91.79,    126.35,    125.93,   4218.71,   5507.62,   3363.21
199508,     99.66,    124.91,    140.98,   4614.45,   5414.02,   3518.76
199509,    110.57,    142.92,    123.89,   5427.71,   4504.20,   3846.56
199510,    112.65,    141.56,    128.80,   3095.72,   4475.78,   6107.94
199511,    107.66,    136.79,    118.89,   3281.97,   4272.61,   5900.13
199512,     89.38,    158.28,    156.68,   4052.99,   5869.69,   4041.22
199601,    100.50,    136.29,    151.45,   3838.21,   5563.84,   5069.85
199602,    129.35,    135.27,    115.45,   2890.14,   5828.03,   5745.56
199603,    110.51,    139.87,    140.25,   5445.35,   5296.35,   4733.41
199604,    118.83,    143.96,    143.67,   5432.38,   5826.68,   3998.88
199605,    112.28,    147.99,    158.24,   4934.77,   6732.53,   3526.00
199606,    142.82,    162.21,    149.32,   3568.56,   6287.94,   5962.35
199607,    134.41,    153.72,    150.60,   3390.56,   6308.59,   5896.51
199608,    123.52,    143.73,    134.37,   3439.76,   5860.00,   5703.48
199609,    103.69,    161.12,    162.20,   6254.39,   6334.08,   3350.81
199610,    116.99,    147.00,    169.09,   3403.50,   5758.19,   6165.74
199611,    120.93,    151.42,    149.99,   3566.71,   5845.50,   6853.75
199612,    115.07,    168.99,    164.62,   3330.01,   6447.11,   6784.02
199701,    105.80,    161.97,    172.95,   7636.27,   5385.79,   3697.39
199702,    157.20,    156.39,    128.63,   3255.44,   6135.76,   8135.81
199703,    139.00,    149.79,    140.53,   4754.69,   6945.62,   6090.57
199704,    123.91,    144.44,    142.42,   6007.16,   6269.82,   4863.31
199705,    109.19,    150.98,    160.08,   3487.40,   5404.56,   8493.27
199706,     89.86,    180.46,    185.94,   7446.76,   7488.92,   4064.68
199707,    117.73,    171.81,    178.16,   5716.87,   7713.89,   6016.74
199708,    131.97,    185.26,    174.81,   5150.57,   8040.30,   7314.31
199709,    137.91,    187.75,    164.97,  11389.28,   5065.25,   3396.42
199710,    143.39,    205.97,    190.17,   6195.92,   9166.64,   5789.20
199711,    166.20,    191.98,    158.70,   5995.64,   7997.43,   6735.38
199712,    144.43,    189.62,    185.68,   4221.69,   6833.87,   9837.80
199801,    128.82,    199.07,    226.16,   6402.19,   9487.35,   6036.18
199802,    163.43,    182.67,    159.22,   4882.11,   8039.15,   9216.87
199803,    135.93,    212.96,    208.45,   7697.58,   8996.27,   6998.43
199804,    152.92,    228.24,    198.03,   7474.08,   8621.77,   8944.33
199805,    171.01,    216.15,    187.45,   6724.99,   9770.66,   8498.25
199806,    174.79,    216.66,    163.40,   5250.04,   8584.85,  11448.70
199807,    133.15,    189.25,    242.67,   4658.94,   8464.86,  10761.57
199808,    160.54,    173.03,    150.34,   4084.72,   7655.37,  12404.59
199809,    117.80,    142.33,    130.07,   4362.04,   7564.32,   9587.77
199810,     99.40,    139.23,    172.48,   5795.62,   7874.64,   8462.83
199811,    105.60,    158.86,    169.71,   4847.79,  10922.83,   7594.62
199812,    115.63,    166.60,    161.41,   4994.18,  10474.43,   9042.46
199901,    104.19,    166.78,    193.37,   7721.19,   8132.96,  10461.51
199902,    176.66,    157.35,    127.95,   4422.05,   8374.18,  13358.33
199903,    143.24,    150.68,    115.41,   6877.69,   8988.41,  10428.08
199904,    111.37,    144.47,    176.72,   6422.11,   8553.29,  11981.16
199905,    124.71,    169.64,    182.87,  13919.32,   8558.75,   7960.42
199906,    138.05,    161.74,    172.29,  12861.22,   9419.09,   6441.90
199907,    119.38,    171.98,    223.67,   8108.31,  10140.70,  12225.22
199908,    172.05,    170.69,    158.28,   9159.35,  12890.59,   7096.97
199909,    144.54,    166.08,    170.74,   6216.90,   9549.50,  12591.60
199910,    128.16,    150.09,    195.14,   8388.33,  10783.38,   8826.53
199911,    135.46,    154.16,    166.21,   5108.79,   8854.41,  12406.00
199912,    129.44,    158.48,    173.99,   6865.88,  13215.89,   8634.55
200001,    128.57,    170.10,    200.55,   9666.33,  10327.34,  10423.55
200002,    224.69,    161.92,    136.70,   8631.58,   9786.81,  10550.07
200003,    164.98,    143.48,    178.51,   9144.61,  11135.83,   8331.48
200004,    158.54,    188.54,    230.74,   6485.52,  13901.44,  11224.95
200005,    161.45,    169.35,    216.79,   9306.44,  14852.23,   8439.59
200006,    157.17,    168.91,    188.63,  11012.76,  12167.32,   9096.58
200007,    154.34,    151.61,    201.44,   7396.32,  12656.61,  11215.82
200008,    169.18,    165.88,    191.06,  10768.27,  13382.81,   8698.39
200009,    152.74,    183.19,    219.95,   9284.28,  14163.71,  11329.43
200010,    172.00,    159.76,    211.03,  11802.31,  11361.69,  10975.56
200011,    154.60,    168.61,    230.62,   8717.81,  14581.73,  11465.06
200012,    137.85,    162.82,    202.25,  11743.46,  11687.78,   9832.68
200101,    107.27,    208.08,    279.24,  15760.21,  12864.52,   6047.98
200102,    262.85,    204.41,    149.08,  11669.34,  12773.58,  10653.92
200103,    166.76,    176.86,    184.28,  11706.94,  12786.14,   7746.83
200104,    145.39,    186.69,    186.81,  10598.98,  12868.43,   7997.33
200105,    133.94,    202.19,    222.99,  10177.30,  13847.09,   9747.48
200106,    193.47,    207.52,    190.61,  10209.34,  15403.58,   7343.32
200107,    149.23,    183.52,    272.72,  11134.20,  15031.98,   7087.06
200108,    214.47,    205.12,    180.49,  10467.60,  12740.29,  11491.52
200109,    176.70,    206.71,    202.35,  12819.42,  12410.56,   6265.89
200110,    167.50,    194.99,    146.12,   5806.75,  10116.63,  14224.86
200111,    131.35,    182.98,    208.84,   9816.61,  13859.05,   7415.02
200112,    145.26,    223.55,    234.04,  10491.68,  13861.87,   9090.37
200201,    153.19,    258.45,    249.86,  14585.18,  12823.02,   4467.07
200202,    238.74,    220.01,    174.93,  11736.14,  12930.12,   8772.11
200203,    186.14,    221.14,    243.06,  11570.01,  13406.78,   8269.57
200204,    162.07,    271.07,    263.40,  14572.96,  12718.15,   6633.73
200205,    209.96,    250.53,    250.25,  16004.11,  10745.57,   4740.19
200206,    229.14,    268.94,    187.86,   5919.95,  15160.42,  10666.51
200207,    180.85,    224.89,    259.32,   9695.45,   9682.61,  15087.98
200208,    181.67,    219.92,    153.45,   4908.75,  10916.07,  10779.26
200209,    153.99,    220.14,    202.36,   9102.72,  11135.33,   8951.51
200210,    138.37,    209.22,    176.16,   8158.23,  10858.58,   6931.81
200211,    142.88,    189.82,    199.79,   4783.00,   8810.25,  12401.79
200212,    167.71,    220.87,    199.53,  10393.30,  11754.71,   7315.54
200301,    170.84,    227.52,    176.57,  11313.85,  10619.65,   6092.95
200302,    197.18,    213.58,    155.17,   7882.60,  12462.77,   6305.62
200303,    163.25,    203.39,    179.41,   7366.06,  11184.82,   7721.39
200304,    149.19,    202.98,    204.95,   6978.02,  11356.72,   8389.18
200305,    145.31,    262.49,    227.20,   9296.85,  10852.08,   9785.43
200306,    191.85,    281.33,    223.09,  15323.37,  10620.13,   6563.41
200307,    243.21,    266.31,    211.69,   8511.27,  13470.35,   8679.90
200308,    236.04,    246.51,    262.75,  10584.00,  13689.77,   7223.63
200309,    216.08,    304.25,    277.41,  15895.33,  11480.85,   6633.79
200310,    318.69,    292.80,    205.87,   8570.64,  12749.62,  10738.99
200311,    235.29,    320.61,    316.04,  13014.33,  12867.43,   8715.81
200312,    248.44,    341.27,    312.80,  16768.12,   9974.23,   8874.42
200401,    292.82,    356.66,    300.71,   8204.74,  13864.21,  14945.08
200402,    352.77,    348.66,    290.15,  10774.49,  15431.53,  10062.67
200403,    293.50,    367.31,    355.12,  14123.40,  13895.51,   9475.51
200404,    293.83,    355.53,    363.22,  15265.82,  13718.75,   6776.74
200405,    317.43,    338.10,    315.32,   9526.57,  14134.93,  13283.09
200406,    253.16,    361.53,    392.27,  11945.12,  14952.51,  10393.00
200407,    256.65,    393.40,    418.47,  15350.98,  13194.26,   8588.67
200408,    303.32,    358.54,    299.55,   9272.62,  14036.92,  13507.07
200409,    282.24,    341.45,    344.89,   8809.37,  15866.16,  11551.08
200410,    255.97,    376.80,    374.18,  15784.27,  13658.34,   7984.05
200411,    282.94,    366.44,    377.03,  11597.43,  16520.61,   9910.02
200412,    275.00,    494.78,    389.44,  17220.62,  12958.29,   7781.76
200501,    397.10,    449.96,    332.48,  13095.69,  15979.82,  11598.32
200502,    356.48,    395.72,    358.55,  11248.46,  15652.78,  12299.45
200503,    320.79,    414.26,    428.63,  16179.45,  13952.31,  11384.63
200504,    323.10,    401.67,    402.87,  13000.58,  14628.74,  12664.92
200505,    311.26,    406.66,    320.28,   7838.03,  12310.53,  17290.90
200506,    239.29,    440.23,    451.00,  19115.53,  13030.44,   9802.24
200507,    303.53,    432.77,    412.57,  19106.47,  12300.53,   8278.54
200508,    341.81,    439.52,    441.42,  17117.62,  15420.83,   9884.53
200509,    376.79,    416.22,    405.27,  11197.16,  16386.86,  13241.94
200510,    371.77,    407.04,    429.46,  12820.21,  14790.13,  14575.58
200511,    344.18,    401.25,    419.47,  10776.75,  12802.25,  17723.56
200512,    299.95,    469.01,    481.44,  13135.05,  18150.73,  11076.59
200601,    417.14,    414.26,    383.42,  17560.43,  14472.81,  11904.15
200602,    349.23,    464.88,    493.56,  18531.12,  13666.48,  12139.58
200603,    407.69,    463.23,    444.06,  13199.47,  16679.65,  14094.10
200604,    401.10,    478.06,    494.27,  15546.05,  17611.72,  10084.08
200605,    425.78,    464.39,    493.00,  12427.19,  17095.16,  15129.83
200606,    424.04,    486.30,    414.01,   9439.70,  19504.26,  13418.90
200607,    380.01,    465.58,    472.67,  10120.11,  19594.24,  12605.43
200608,    401.48,    413.54,    469.99,   9354.78,  14286.43,  21044.41
200609,    358.78,    462.44,    488.37,  11392.91,  19272.84,  12744.55
200610,    385.54,    458.01,    476.77,  10078.03,  18625.03,  15807.62
200611,    350.77,    550.52,    507.92,  16789.41,  18063.11,  11546.78
200612,    394.27,    543.73,    511.99,  20241.72,  16729.54,  12174.71
200701,    458.90,    539.07,    434.82,  11936.97,  17740.22,  20075.69
200702,    446.25,    514.36,    478.96,  18334.69,  19459.07,  12170.32
200703,    452.72,    505.01,    485.22,  21726.17,  18821.72,   8975.70
200704,    418.91,    538.67,    535.86,  13729.42,  20308.72,  15104.84
200705,    422.95,    580.57,    537.94,  13892.87,  20869.71,  15652.09
200706,    370.22,    648.36,    618.00,  17257.53,  22278.03,  11845.99
200707,    476.11,    564.07,    479.12,  16159.70,  20037.57,  16434.03
200708,    460.91,    522.19,    420.73,   8325.51,  17871.82,  20826.21
200709,    340.33,    494.80,    614.34,  11081.76,  19392.56,  18765.41
200710,    408.02,    478.48,    532.20,  11366.16,  18040.48,  20753.51
200711,    375.84,    488.82,    580.46,  15879.02,  21122.41,  15958.77
